Customer_Age,Education_Level,Income_Category,Months_on_book
43,Graduate,Less than $40K,23
38,College,Unknown,28
39,High School,$40K - $60K,28
48,High School,$40K - $60K,40
46,Uneducated,$80K - $120K,41
44,College,$80K - $120K,37
44,High School,Less than $40K,36
41,High School,Less than $40K,36
47,Post-Graduate,Less than $40K,39
40,High School,$80K - $120K,36
42,Graduate,Less than $40K,36
39,College,$40K - $60K,31
41,College,Less than $40K,31
33,High School,Unknown,27
49,High School,$40K - $60K,40
41,College,$40K - $60K,29
46,College,$40K - $60K,38
46,High School,Unknown,30
34,Uneducated,Less than $40K,24
27,Graduate,Unknown,36
41,High School,$80K - $120K,36
48,Graduate,Less than $40K,38
45,Graduate,Less than $40K,38
39,Graduate,Less than $40K,28
46,Doctorate,Less than $40K,38
45,Graduate,Less than $40K,33
49,Uneducated,$80K - $120K,40
40,Graduate,Less than $40K,35
45,Post-Graduate,$60K - $80K,37
34,High School,Less than $40K,36
44,Graduate,$80K - $120K,36
42,Graduate,$60K - $80K,33
47,High School,Unknown,40
42,Graduate,$80K - $120K,36
44,College,$60K - $80K,33
47,College,Less than $40K,34
50,Uneducated,Unknown,30
47,College,Less than $40K,38
47,High School,Less than $40K,36
48,High School,Unknown,27
49,Post-Graduate,$40K - $60K,36
35,Graduate,Less than $40K,29
34,Graduate,$40K - $60K,25
50,Doctorate,$40K - $60K,42
49,Graduate,Less than $40K,41
47,Uneducated,$40K - $60K,36
38,Uneducated,Less than $40K,31
34,Graduate,Unknown,23
47,Graduate,Unknown,36
43,Graduate,Unknown,36
44,College,Less than $40K,36
39,College,Less than $40K,30
37,College,Less than $40K,27
46,Doctorate,Less than $40K,29
38,High School,Less than $40K,26
34,High School,Less than $40K,21
44,College,Less than $40K,36
39,Uneducated,$60K - $80K,26
40,Graduate,Less than $40K,25
41,Uneducated,Unknown,30
43,High School,$40K - $60K,35
50,Graduate,Less than $40K,40
47,Post-Graduate,$40K - $60K,36
49,Doctorate,Unknown,42
43,College,$60K - $80K,36
45,Graduate,Less than $40K,36
46,Doctorate,$80K - $120K,38
49,Uneducated,$40K - $60K,41
43,Post-Graduate,Less than $40K,26
40,Graduate,Less than $40K,36
48,Post-Graduate,$60K - $80K,30
39,Graduate,Less than $40K,30
45,Graduate,Less than $40K,28
45,College,Less than $40K,33
47,High School,Less than $40K,40
48,Graduate,$60K - $80K,34
30,Graduate,Less than $40K,36
35,College,Less than $40K,18
38,Graduate,Less than $40K,36
44,Graduate,Less than $40K,36
43,College,Unknown,38
43,Graduate,$40K - $60K,34
48,High School,$40K - $60K,42
31,Uneducated,Unknown,36
41,Doctorate,$40K - $60K,32
47,Uneducated,Less than $40K,36
43,High School,Less than $40K,36
50,High School,Less than $40K,36
40,High School,Less than $40K,35
50,Graduate,Less than $40K,32
41,College,$40K - $60K,36
37,Doctorate,$40K - $60K,18
47,High School,$60K - $80K,30
44,Post-Graduate,Less than $40K,26
38,Graduate,$80K - $120K,19
45,Graduate,Less than $40K,36
47,College,Less than $40K,27
39,High School,Less than $40K,33
48,Graduate,Less than $40K,41
41,High School,Less than $40K,34
38,Uneducated,Less than $40K,36
36,Post-Graduate,Less than $40K,25
46,Post-Graduate,Less than $40K,35
44,High School,Less than $40K,34
42,Post-Graduate,Less than $40K,36
42,Uneducated,$80K - $120K,36
45,Uneducated,Less than $40K,35
44,Uneducated,Unknown,32
41,Graduate,Unknown,33
48,Doctorate,Less than $40K,39
43,Post-Graduate,$40K - $60K,36
36,Doctorate,Less than $40K,36
44,Doctorate,$40K - $60K,36
43,College,Less than $40K,28
43,High School,$60K - $80K,25
48,High School,Less than $40K,43
50,High School,$120K +,40
49,Graduate,$80K - $120K,39
42,High School,Less than $40K,36
43,Graduate,Less than $40K,30
46,Graduate,$80K - $120K,36
38,Graduate,Less than $40K,32
47,Graduate,$40K - $60K,37
37,Uneducated,$60K - $80K,26
47,Post-Graduate,$40K - $60K,36
43,Uneducated,$60K - $80K,35
43,Graduate,$60K - $80K,36
45,Graduate,Unknown,36
47,Uneducated,Less than $40K,32
43,Graduate,Unknown,33
44,Graduate,$60K - $80K,34
43,High School,Unknown,25
40,Graduate,$40K - $60K,28
43,High School,$60K - $80K,35
42,High School,Unknown,31
40,Uneducated,$60K - $80K,29
41,High School,$60K - $80K,36
47,Post-Graduate,Less than $40K,29
46,High School,$60K - $80K,36
50,Graduate,Unknown,40
33,Uneducated,$80K - $120K,36
45,High School,Less than $40K,34
36,Graduate,$80K - $120K,30
42,Post-Graduate,Less than $40K,36
44,Graduate,Less than $40K,36
47,Post-Graduate,$60K - $80K,36
43,Post-Graduate,Less than $40K,27
44,Post-Graduate,Less than $40K,32
46,Graduate,Less than $40K,33
45,Graduate,$60K - $80K,39
35,Graduate,Unknown,26
46,Doctorate,Less than $40K,37
43,Graduate,$60K - $80K,33
35,Doctorate,$80K - $120K,27
44,High School,$80K - $120K,34
48,High School,$60K - $80K,30
36,College,Unknown,24
43,Graduate,$80K - $120K,33
42,Graduate,$40K - $60K,19
48,High School,$40K - $60K,28
50,Uneducated,$80K - $120K,36
42,High School,Unknown,30
44,High School,Unknown,39
33,Uneducated,Less than $40K,13
48,Graduate,$40K - $60K,43
48,Uneducated,$60K - $80K,38
39,Post-Graduate,Less than $40K,19
41,High School,$120K +,24
37,Uneducated,Less than $40K,26
48,Graduate,Unknown,42
41,Graduate,$40K - $60K,25
48,Graduate,$80K - $120K,42
49,Uneducated,Less than $40K,39
34,High School,Unknown,15
35,Graduate,$40K - $60K,22
46,Post-Graduate,Less than $40K,37
50,Graduate,$40K - $60K,36
43,College,$80K - $120K,36
48,Uneducated,Less than $40K,41
49,Doctorate,$40K - $60K,39
45,High School,Less than $40K,36
44,High School,Unknown,35
43,High School,Unknown,31
49,Post-Graduate,$40K - $60K,36
44,Graduate,$60K - $80K,37
37,Graduate,$40K - $60K,36
47,College,Less than $40K,35
40,Uneducated,Less than $40K,28
42,Graduate,Less than $40K,31
42,High School,Less than $40K,32
47,Graduate,Less than $40K,34
46,High School,$40K - $60K,36
26,Graduate,Less than $40K,14
42,Graduate,Less than $40K,36
47,Graduate,$120K +,41
48,Graduate,Less than $40K,31
44,Uneducated,$80K - $120K,27
43,Graduate,Less than $40K,30
40,Uneducated,$80K - $120K,27
38,Graduate,Less than $40K,28
40,Graduate,Less than $40K,36
48,Graduate,$40K - $60K,36
46,High School,$80K - $120K,35
43,High School,$80K - $120K,30
49,Uneducated,Unknown,36
49,Graduate,Unknown,42
42,College,$60K - $80K,36
46,Graduate,Less than $40K,28
42,Graduate,$40K - $60K,27
45,College,$40K - $60K,37
33,High School,$80K - $120K,22
50,Graduate,$60K - $80K,39
48,Graduate,$80K - $120K,35
33,High School,Unknown,36
44,High School,Less than $40K,28
40,Graduate,Less than $40K,27
41,High School,$60K - $80K,28
43,Post-Graduate,$60K - $80K,36
46,Graduate,$40K - $60K,36
43,Graduate,$40K - $60K,26
40,High School,Less than $40K,29
39,Doctorate,$40K - $60K,29
47,Doctorate,Less than $40K,40
35,High School,Less than $40K,28
46,Graduate,Less than $40K,41
41,High School,Less than $40K,36
48,Graduate,$40K - $60K,33
37,Uneducated,$40K - $60K,25
42,Graduate,$40K - $60K,36
47,High School,Unknown,41
42,College,$40K - $60K,30
36,Graduate,$40K - $60K,23
33,College,Unknown,15
47,High School,$40K - $60K,29
41,High School,Less than $40K,34
44,Post-Graduate,$80K - $120K,38
49,Uneducated,Less than $40K,42
50,Doctorate,Less than $40K,41
40,Uneducated,$120K +,28
49,College,$40K - $60K,30
43,Graduate,Less than $40K,36
42,Uneducated,Less than $40K,37
47,Graduate,Less than $40K,40
49,Graduate,Less than $40K,42
45,Post-Graduate,$40K - $60K,39
48,Doctorate,$60K - $80K,39
48,High School,$60K - $80K,36
46,Post-Graduate,$60K - $80K,36
42,High School,$60K - $80K,37
49,Uneducated,Less than $40K,31
48,Post-Graduate,$60K - $80K,38
44,High School,$60K - $80K,36
38,High School,Less than $40K,26
45,Doctorate,$40K - $60K,36
38,College,Less than $40K,33
42,Graduate,Less than $40K,36
43,Graduate,Less than $40K,30
42,College,Less than $40K,23
34,Graduate,$40K - $60K,29
48,High School,Less than $40K,36
41,High School,Less than $40K,36
46,Graduate,$60K - $80K,36
50,High School,Less than $40K,21
38,Graduate,$40K - $60K,26
44,College,Less than $40K,28
48,High School,Less than $40K,36
46,High School,Less than $40K,37
50,High School,Less than $40K,36
44,Graduate,$60K - $80K,36
50,Graduate,$120K +,41
45,High School,Less than $40K,36
49,Uneducated,$60K - $80K,44
38,Graduate,Less than $40K,18
47,Graduate,$40K - $60K,42
41,Uneducated,Unknown,29
39,Graduate,$80K - $120K,30
43,Graduate,$40K - $60K,33
32,Post-Graduate,Less than $40K,36
33,College,$80K - $120K,36
50,College,$80K - $120K,39
44,Uneducated,$40K - $60K,33
46,Uneducated,$80K - $120K,36
44,College,Less than $40K,34
46,Graduate,Less than $40K,36
42,Uneducated,$60K - $80K,25
39,Graduate,Less than $40K,30
45,High School,Less than $40K,35
46,Doctorate,$120K +,34
40,Graduate,$120K +,28
39,Graduate,Less than $40K,29
48,Post-Graduate,$120K +,41
44,Uneducated,Less than $40K,34
43,Post-Graduate,Less than $40K,35
41,Doctorate,$120K +,26
47,Doctorate,Less than $40K,37
34,High School,Less than $40K,13
44,College,Less than $40K,34
46,Graduate,$40K - $60K,39
36,Uneducated,Unknown,36
30,High School,Less than $40K,36
39,High School,Unknown,34
32,Graduate,Unknown,13
45,High School,$80K - $120K,35
49,High School,$60K - $80K,30
42,College,$40K - $60K,28
44,Graduate,Less than $40K,26
43,Uneducated,$40K - $60K,31
27,Graduate,Less than $40K,36
46,Graduate,Unknown,39
48,High School,Unknown,36
47,Graduate,Less than $40K,38
45,Graduate,Less than $40K,35
46,Graduate,$40K - $60K,27
42,Graduate,Less than $40K,33
49,Graduate,Less than $40K,37
47,High School,Less than $40K,41
37,Post-Graduate,$80K - $120K,31
48,High School,Less than $40K,36
46,Graduate,Unknown,42
44,Graduate,Less than $40K,38
47,Post-Graduate,$40K - $60K,36
46,Uneducated,$80K - $120K,38
43,Graduate,Unknown,34
46,High School,$80K - $120K,36
47,Graduate,$40K - $60K,30
39,High School,Less than $40K,31
49,High School,Less than $40K,36
46,Graduate,$40K - $60K,33
39,Post-Graduate,$40K - $60K,35
43,Uneducated,$40K - $60K,36
39,Graduate,Unknown,34
42,Graduate,$40K - $60K,23
46,Graduate,Unknown,40
41,Graduate,Less than $40K,26
36,Uneducated,Unknown,28
37,Graduate,$80K - $120K,28
43,Graduate,Less than $40K,36
46,Graduate,$60K - $80K,29
39,Uneducated,$80K - $120K,36
49,Uneducated,Less than $40K,40
39,Graduate,Less than $40K,23
41,College,$60K - $80K,35
46,Graduate,Unknown,36
46,Post-Graduate,Unknown,38
38,Post-Graduate,Less than $40K,33
49,High School,Unknown,36
42,Doctorate,$40K - $60K,29
45,High School,$40K - $60K,36
50,Post-Graduate,$40K - $60K,39
42,High School,Less than $40K,35
48,Graduate,$80K - $120K,44
43,High School,$40K - $60K,34
45,Graduate,Less than $40K,36
39,High School,Unknown,34
45,Graduate,$120K +,31
50,Uneducated,Unknown,40
44,College,Unknown,35
49,Graduate,$60K - $80K,29
50,Graduate,Less than $40K,44
36,Graduate,Less than $40K,36
35,Graduate,Unknown,36
46,Post-Graduate,$40K - $60K,40
40,High School,Less than $40K,34
50,Uneducated,Less than $40K,43
49,Uneducated,Unknown,34
50,Graduate,Less than $40K,36
49,Doctorate,$40K - $60K,32
47,Graduate,$40K - $60K,35
41,Graduate,Less than $40K,33
43,High School,Unknown,28
49,High School,Less than $40K,34
44,High School,$60K - $80K,35
46,Graduate,$60K - $80K,37
41,Uneducated,Less than $40K,36
49,Graduate,Less than $40K,36
44,Uneducated,Less than $40K,36
46,Graduate,Less than $40K,38
41,Post-Graduate,$40K - $60K,27
49,Post-Graduate,$40K - $60K,44
47,High School,Less than $40K,36
40,High School,Less than $40K,30
46,High School,Less than $40K,34
43,College,Less than $40K,33
50,College,$40K - $60K,36
45,Post-Graduate,$40K - $60K,35
48,Graduate,$40K - $60K,41
47,High School,Less than $40K,36
39,Graduate,Less than $40K,34
45,Graduate,$40K - $60K,34
46,Uneducated,Unknown,42
44,Graduate,$40K - $60K,40
41,Uneducated,Less than $40K,36
41,Post-Graduate,Less than $40K,36
37,Graduate,$40K - $60K,36
47,Uneducated,$40K - $60K,35
42,College,Unknown,33
42,Uneducated,$80K - $120K,29
49,Uneducated,Unknown,41
36,High School,Unknown,26
45,College,$80K - $120K,37
41,Graduate,Less than $40K,36
39,Graduate,Less than $40K,36
44,Graduate,Less than $40K,36
43,High School,Less than $40K,36
41,Uneducated,$40K - $60K,36
43,Graduate,$60K - $80K,25
39,Graduate,Less than $40K,25
44,College,$60K - $80K,38
43,Uneducated,Less than $40K,32
43,Graduate,Less than $40K,32
37,College,$40K - $60K,32
46,Graduate,$40K - $60K,41
50,High School,Less than $40K,36
38,High School,Less than $40K,36
44,Graduate,$40K - $60K,29
37,High School,Less than $40K,36
40,Post-Graduate,$40K - $60K,31
40,Uneducated,$80K - $120K,36
40,Graduate,$80K - $120K,36
50,Graduate,Less than $40K,36
42,Uneducated,Unknown,24
43,Graduate,$40K - $60K,24
46,Doctorate,$80K - $120K,35
42,College,Less than $40K,37
41,College,Less than $40K,36
50,High School,Less than $40K,43
42,Graduate,Less than $40K,28
43,Post-Graduate,$40K - $60K,32
40,High School,Less than $40K,33
41,Graduate,$40K - $60K,36
36,Graduate,Less than $40K,23
43,Graduate,Less than $40K,33
49,Post-Graduate,Unknown,39
45,Graduate,$40K - $60K,39
40,College,$80K - $120K,31
49,Graduate,Less than $40K,36
47,High School,$40K - $60K,41
40,College,$40K - $60K,36
43,Uneducated,Less than $40K,36
40,Graduate,Less than $40K,28
36,High School,Unknown,22
45,Graduate,$40K - $60K,36
48,Uneducated,Unknown,38
49,Doctorate,Unknown,39
50,Doctorate,$120K +,45
43,College,$40K - $60K,32
41,High School,$40K - $60K,36
41,High School,$40K - $60K,22
47,Post-Graduate,Unknown,42
42,Doctorate,$40K - $60K,36
43,Uneducated,Less than $40K,32
40,Graduate,Less than $40K,36
38,Uneducated,$40K - $60K,36
36,Graduate,Less than $40K,36
41,High School,Less than $40K,31
28,College,Unknown,17
41,Post-Graduate,Less than $40K,36
42,Graduate,Less than $40K,23
39,Graduate,$40K - $60K,34
49,Uneducated,Less than $40K,36
40,College,Less than $40K,26
50,College,$80K - $120K,39
44,Uneducated,Less than $40K,38
34,Uneducated,$60K - $80K,20
41,Graduate,$60K - $80K,27
38,Graduate,$60K - $80K,22
39,Graduate,$40K - $60K,33
38,Graduate,Less than $40K,25
46,Graduate,$60K - $80K,39
36,Uneducated,Less than $40K,31
47,Graduate,$40K - $60K,28
44,Graduate,Unknown,36
41,High School,$80K - $120K,36
49,Post-Graduate,Less than $40K,35
39,High School,Less than $40K,33
45,College,$40K - $60K,27
48,College,Less than $40K,30
31,Post-Graduate,Unknown,18
43,College,$40K - $60K,31
41,High School,Unknown,30
43,Uneducated,Less than $40K,30
27,Post-Graduate,Less than $40K,13
39,Graduate,$40K - $60K,33
40,Uneducated,Less than $40K,36
47,Uneducated,Less than $40K,36
42,High School,$80K - $120K,28
38,High School,Less than $40K,36
49,Doctorate,$40K - $60K,37
40,Graduate,$60K - $80K,35
47,Uneducated,Less than $40K,42
45,Uneducated,$40K - $60K,37
47,Uneducated,$60K - $80K,43
50,Graduate,Less than $40K,36
34,Graduate,Less than $40K,23
48,College,Less than $40K,36
43,Graduate,$40K - $60K,33
39,High School,Less than $40K,36
41,Graduate,$40K - $60K,30
47,Uneducated,Less than $40K,36
34,Uneducated,Less than $40K,25
38,Graduate,Less than $40K,31
44,High School,$40K - $60K,39
42,Graduate,$60K - $80K,37
41,High School,Less than $40K,30
33,Graduate,Less than $40K,16
41,Graduate,$40K - $60K,32
46,High School,Less than $40K,42
45,College,$80K - $120K,36
42,Doctorate,$40K - $60K,36
39,Post-Graduate,$80K - $120K,29
50,Graduate,$40K - $60K,39
40,Graduate,Unknown,30
46,Graduate,Less than $40K,39
38,College,$60K - $80K,36
43,Uneducated,Less than $40K,32
39,Doctorate,Less than $40K,33
41,High School,$120K +,35
45,Uneducated,Unknown,39
45,Uneducated,Less than $40K,36
36,College,Less than $40K,23
50,Graduate,Less than $40K,42
42,Graduate,Less than $40K,27
43,Graduate,$40K - $60K,32
33,High School,$40K - $60K,28
38,High School,Less than $40K,20
46,College,$40K - $60K,34
44,Graduate,Less than $40K,33
49,Uneducated,$40K - $60K,37
50,Uneducated,Less than $40K,36
41,College,Unknown,36
36,Graduate,Less than $40K,26
36,College,Less than $40K,36
37,High School,Less than $40K,36
39,Graduate,$40K - $60K,29
45,High School,$120K +,37
46,High School,Less than $40K,34
38,High School,Less than $40K,27
44,Post-Graduate,$80K - $120K,37
42,Graduate,$40K - $60K,36
49,High School,Less than $40K,45
39,Graduate,Less than $40K,31
48,Post-Graduate,Unknown,37
42,Graduate,$80K - $120K,36
43,College,$80K - $120K,23
35,Graduate,$40K - $60K,28
37,Uneducated,Less than $40K,30
45,Graduate,$80K - $120K,35
36,High School,Less than $40K,28
45,Graduate,$60K - $80K,34
50,Doctorate,$80K - $120K,41
46,College,Less than $40K,39
44,College,Less than $40K,40
39,Post-Graduate,$120K +,29
46,Graduate,$120K +,36
41,High School,Unknown,24
47,Uneducated,Less than $40K,33
50,High School,Unknown,41
31,Graduate,Less than $40K,20
42,Graduate,Less than $40K,33
42,High School,Less than $40K,31
48,Uneducated,Less than $40K,41
50,Graduate,$80K - $120K,38
46,Graduate,$40K - $60K,34
50,Uneducated,Less than $40K,44
50,High School,$80K - $120K,41
50,Graduate,$40K - $60K,39
48,High School,Less than $40K,38
46,Graduate,$40K - $60K,39
40,Graduate,$120K +,27
40,College,Less than $40K,36
37,Doctorate,Less than $40K,36
38,High School,$40K - $60K,27
42,High School,$40K - $60K,29
42,College,Less than $40K,22
45,College,Less than $40K,36
43,High School,$80K - $120K,38
45,Graduate,$40K - $60K,41
49,College,Less than $40K,41
41,Graduate,$120K +,36
44,Graduate,Unknown,34
46,Uneducated,Unknown,40
39,Graduate,Less than $40K,36
46,Graduate,$80K - $120K,37
47,Graduate,Less than $40K,42
36,Uneducated,$40K - $60K,31
45,Graduate,$40K - $60K,36
50,Post-Graduate,Unknown,36
37,Graduate,Less than $40K,25
47,High School,Less than $40K,37
45,Graduate,$40K - $60K,34
40,High School,$40K - $60K,20
47,College,$60K - $80K,42
38,Graduate,$40K - $60K,27
43,College,$60K - $80K,36
43,High School,Less than $40K,36
37,High School,Unknown,30
41,High School,$40K - $60K,30
45,High School,Less than $40K,34
40,High School,$40K - $60K,27
40,Graduate,$120K +,33
39,High School,Unknown,36
42,High School,$80K - $120K,36
50,Uneducated,Less than $40K,38
47,Doctorate,$80K - $120K,32
46,High School,$60K - $80K,36
34,Uneducated,Less than $40K,25
46,High School,$80K - $120K,30
47,High School,$40K - $60K,36
40,Uneducated,$80K - $120K,29
46,Graduate,Less than $40K,34
38,Graduate,Less than $40K,36
47,High School,Less than $40K,36
44,Uneducated,$40K - $60K,35
36,Graduate,$80K - $120K,21
40,Graduate,$60K - $80K,36
49,Graduate,Less than $40K,30
45,Graduate,Less than $40K,40
38,High School,Less than $40K,33
43,Uneducated,Less than $40K,38
48,Graduate,$40K - $60K,31
47,Graduate,Unknown,36
48,Uneducated,$40K - $60K,39
34,Graduate,Less than $40K,23
46,College,Less than $40K,23
49,Post-Graduate,Less than $40K,44
48,College,Less than $40K,37
42,Graduate,$40K - $60K,33
47,Graduate,$60K - $80K,29
45,Graduate,$80K - $120K,39
41,High School,$40K - $60K,29
45,High School,$40K - $60K,29
49,Uneducated,Less than $40K,39
50,Uneducated,Less than $40K,45
44,Uneducated,Unknown,24
40,Uneducated,Unknown,36
37,Graduate,Less than $40K,32
39,Graduate,Less than $40K,28
37,Post-Graduate,Less than $40K,36
43,Uneducated,$40K - $60K,36
48,Graduate,Less than $40K,43
44,Doctorate,Unknown,33
39,Graduate,$80K - $120K,35
47,College,$80K - $120K,31
48,High School,$60K - $80K,42
35,College,Less than $40K,36
42,Uneducated,Less than $40K,23
43,Uneducated,Less than $40K,36
50,College,$120K +,36
40,High School,Less than $40K,36
45,Post-Graduate,Less than $40K,36
44,College,Unknown,37
44,Graduate,$40K - $60K,36
34,Graduate,Unknown,25
42,High School,$40K - $60K,34
47,High School,$60K - $80K,36
48,Graduate,Less than $40K,35
39,Uneducated,$40K - $60K,28
48,Graduate,Less than $40K,35
46,Post-Graduate,Unknown,37
46,Graduate,Less than $40K,40
44,Graduate,Unknown,37
45,High School,Unknown,40
44,Graduate,$60K - $80K,39
49,Graduate,$80K - $120K,38
44,High School,Unknown,37
38,Graduate,$40K - $60K,36
48,Graduate,$80K - $120K,36
43,College,Less than $40K,30
40,Post-Graduate,$80K - $120K,36
36,Uneducated,Less than $40K,21
47,Doctorate,$40K - $60K,36
37,Graduate,Unknown,31
42,Doctorate,Less than $40K,35
42,Uneducated,Unknown,38
45,Uneducated,Unknown,37
46,Graduate,Less than $40K,35
47,College,Less than $40K,36
26,High School,Less than $40K,18
44,Graduate,Less than $40K,39
33,Graduate,$60K - $80K,36
46,Uneducated,Less than $40K,29
48,High School,$40K - $60K,43
45,Doctorate,$120K +,38
48,Graduate,Unknown,35
44,Graduate,$60K - $80K,32
43,Uneducated,$40K - $60K,38
50,Graduate,Less than $40K,41
50,Uneducated,Unknown,38
40,Doctorate,Less than $40K,21
37,High School,Less than $40K,29
47,Uneducated,Less than $40K,36
40,Uneducated,Less than $40K,31
43,Uneducated,Less than $40K,36
43,High School,Less than $40K,36
50,Uneducated,Less than $40K,45
27,Uneducated,Less than $40K,16
44,College,Less than $40K,36
49,Uneducated,Unknown,38
43,Uneducated,Less than $40K,33
44,Graduate,$40K - $60K,29
45,High School,$40K - $60K,39
49,High School,Less than $40K,45
38,Doctorate,Less than $40K,28
45,Graduate,$120K +,26
48,Graduate,Unknown,40
36,Uneducated,Less than $40K,36
40,High School,Less than $40K,28
41,High School,$40K - $60K,31
37,Graduate,Less than $40K,21
43,Graduate,Less than $40K,36
39,College,Less than $40K,32
40,Uneducated,Less than $40K,27
34,College,Less than $40K,23
48,Uneducated,Less than $40K,43
44,Doctorate,$40K - $60K,40
47,High School,Less than $40K,37
45,Uneducated,Less than $40K,36
47,Graduate,Unknown,40
35,Graduate,$40K - $60K,27
42,College,Less than $40K,27
47,Uneducated,$40K - $60K,29
47,Uneducated,Unknown,34
47,College,$40K - $60K,43
50,Uneducated,$40K - $60K,35
45,College,Less than $40K,35
42,High School,$60K - $80K,36
45,College,$40K - $60K,39
48,Graduate,$40K - $60K,36
43,High School,Less than $40K,28
39,College,$40K - $60K,29
40,Graduate,$40K - $60K,30
48,Post-Graduate,Less than $40K,35
41,Graduate,$60K - $80K,26
50,High School,Less than $40K,32
47,High School,Unknown,39
50,Graduate,Less than $40K,31
47,Graduate,$60K - $80K,29
48,High School,Unknown,37
42,Post-Graduate,$80K - $120K,30
44,High School,Less than $40K,30
38,High School,$60K - $80K,33
50,Graduate,Less than $40K,46
41,High School,Unknown,36
47,Graduate,Less than $40K,35
41,Graduate,$60K - $80K,31
43,High School,Less than $40K,24
42,Graduate,Less than $40K,27
32,Uneducated,Unknown,25
45,Graduate,Less than $40K,41
39,Uneducated,$40K - $60K,27
48,High School,$60K - $80K,42
48,Graduate,Unknown,35
42,Graduate,Less than $40K,36
46,Graduate,Less than $40K,31
46,College,Less than $40K,40
41,Uneducated,$40K - $60K,36
49,Graduate,Less than $40K,36
47,College,Less than $40K,36
42,Graduate,$40K - $60K,33
35,College,Less than $40K,25
44,Graduate,Less than $40K,33
32,High School,Unknown,25
50,Post-Graduate,$80K - $120K,42
46,Graduate,Less than $40K,38
44,High School,Less than $40K,33
43,Graduate,Less than $40K,32
47,Graduate,$60K - $80K,36
50,Graduate,Less than $40K,40
44,Graduate,Less than $40K,39
49,Graduate,Less than $40K,39
46,High School,$120K +,36
36,Uneducated,Less than $40K,22
50,Post-Graduate,$60K - $80K,36
41,High School,Less than $40K,36
50,Doctorate,Less than $40K,38
46,College,Less than $40K,36
46,Graduate,Less than $40K,40
46,Graduate,Unknown,24
38,College,Unknown,36
44,Graduate,$40K - $60K,38
45,Graduate,$40K - $60K,38
48,College,Less than $40K,38
37,High School,Less than $40K,36
46,College,$40K - $60K,33
50,Uneducated,$40K - $60K,41
43,Uneducated,Unknown,32
47,High School,Unknown,43
49,Graduate,Unknown,43
42,College,Less than $40K,33
35,High School,Less than $40K,25
38,Graduate,Unknown,31
37,College,$40K - $60K,26
42,Graduate,Less than $40K,37
50,High School,Unknown,38
43,College,$40K - $60K,39
44,Graduate,$80K - $120K,36
44,College,Less than $40K,33
48,Doctorate,Unknown,39
41,Graduate,$40K - $60K,36
47,Uneducated,$40K - $60K,34
42,Uneducated,Unknown,37
47,High School,Unknown,32
43,Graduate,$40K - $60K,33
44,Graduate,Unknown,37
44,High School,Unknown,36
45,Doctorate,Less than $40K,34
40,Graduate,Less than $40K,26
50,College,$40K - $60K,37
46,High School,$60K - $80K,42
37,College,Less than $40K,28
50,Graduate,Unknown,31
34,Graduate,Less than $40K,36
43,Graduate,$40K - $60K,34
40,Graduate,Less than $40K,30
30,College,Unknown,18
38,Uneducated,Unknown,36
40,Doctorate,$40K - $60K,36
44,Graduate,Less than $40K,30
42,Graduate,Less than $40K,36
42,Graduate,$40K - $60K,33
45,High School,$60K - $80K,37
34,Graduate,$40K - $60K,17
34,Graduate,Less than $40K,18
35,College,Unknown,29
43,College,$80K - $120K,34
50,Graduate,$120K +,42
40,College,Less than $40K,29
40,High School,$60K - $80K,36
49,High School,Less than $40K,36
50,Graduate,$60K - $80K,38
39,Graduate,$60K - $80K,36
33,Doctorate,Unknown,21
42,High School,Less than $40K,35
49,Graduate,$80K - $120K,40
44,Uneducated,$40K - $60K,34
39,College,$40K - $60K,36
45,Post-Graduate,Less than $40K,38
47,Graduate,$60K - $80K,30
46,College,$60K - $80K,36
48,High School,Less than $40K,37
42,Uneducated,Unknown,29
49,Graduate,$40K - $60K,36
46,Uneducated,$40K - $60K,34
34,High School,$40K - $60K,28
44,High School,$40K - $60K,31
39,Graduate,$80K - $120K,30
47,Post-Graduate,$40K - $60K,36
49,Uneducated,Less than $40K,41
46,Graduate,Unknown,31
42,High School,$80K - $120K,38
31,High School,Less than $40K,23
48,Post-Graduate,Unknown,38
39,Graduate,$40K - $60K,26
46,College,$60K - $80K,36
45,Uneducated,Less than $40K,33
45,Graduate,$40K - $60K,37
41,Uneducated,Unknown,36
46,High School,Less than $40K,36
48,Graduate,Unknown,39
37,High School,$120K +,36
41,College,Less than $40K,36
47,Uneducated,$80K - $120K,34
30,Graduate,Less than $40K,18
47,Graduate,$40K - $60K,37
34,Uneducated,$60K - $80K,23
41,High School,Unknown,31
36,College,$80K - $120K,31
47,Graduate,Less than $40K,36
49,College,$80K - $120K,37
46,Graduate,Unknown,40
26,Graduate,Less than $40K,22
40,High School,Unknown,36
39,Graduate,Less than $40K,28
40,Uneducated,$40K - $60K,32
43,Graduate,Less than $40K,34
46,Uneducated,$40K - $60K,40
46,High School,$120K +,28
46,Graduate,$60K - $80K,41
50,Graduate,$80K - $120K,44
37,College,Unknown,24
48,High School,Less than $40K,40
46,Graduate,$60K - $80K,27
49,Uneducated,Less than $40K,42
44,Graduate,Unknown,37
42,Graduate,$60K - $80K,35
41,High School,Less than $40K,23
48,Graduate,Less than $40K,38
42,Uneducated,Unknown,31
43,High School,Less than $40K,13
42,Graduate,$60K - $80K,31
49,College,$80K - $120K,38
50,Graduate,Less than $40K,40
48,Graduate,Less than $40K,36
